vote_average,budget,runtime,revenue,vote_count,year
6.7,0.013139715731605583,0.22558922558922562,0.021153562401609368,0.07627981384525886,0.9915674603174602
6.3,0.03945598997876277,0.24579124579124578,0.010777299195212742,0.01832460732984293,0.9925595238095237
6.6,0.1973536354617059,0.24579124579124578,0.038736783145910274,0.050319953461314716,0.9985119047619047
6.6,0.22366990970886308,0.2222222222222222,0.12212661136585311,0.10536649214659685,0.9980158730158729
6.0,0.03314008415944505,0.1447811447811448,0.010275336427435795,0.04617510180337405,0.9791666666666666
5.2,0.14472108696739153,0.1717171717171717,0.00340266468009518,0.03497673065735893,0.9985119047619047
6.1,0.08998323653330456,0.17508417508417506,0.08421871799728566,0.06362710878417685,0.9990079365079364
6.8,0.17630061606398015,0.505050505050505,0.00897952310039524,0.03337696335078534,0.9895833333333333
7.2,0.002613206032742709,0.1717171717171717,0.0006009924618919369,0.004290285049447353,0.9955357142857142
6.2,0.0157713431563213,0.3468013468013468,0.00731597911943668,0.0026905177428737637,0.994047619047619
5.0,0.12103644014495005,0.16835016835016836,0.12253678772395013,0.039485165794066315,0.9970238095238094
6.5,0.04998249967762565,0.25925925925925924,0.05071938079672877,0.1235456660849331,0.9766865079365079
5.7,0.13156294984381292,0.26936026936026936,0.017614255961976598,0.020869691681210004,0.9836309523809523
6.0,0.018402970581037018,0.22558922558922562,1.5480126257700313e-05,0.005308318789994182,0.9955357142857142
6.3,0.06050900937648852,0.18855218855218858,0.013142041101534378,0.023632926119837114,0.9826388888888888
7.7,0.031561107704615614,0.3501683501683502,0.015187450076633172,0.01687027341477603,0.9776785714285714
6.9,0.026297852855184177,0.23232323232323232,0.017049598646987466,0.03032286212914485,0.9945436507936507
7.2,0.06314063680120423,0.3232323232323232,0.015026088824503198,0.024796393251890633,0.9623015873015872
7.8,0.03945598997876277,0.22895622895622897,0.007039705602389294,0.1154741128563118,0.9955357142857142
5.4,0.06577226422591995,0.13468013468013468,0.012532043494598051,0.023632926119837114,0.9955357142857142
5.8,0.11050993044608717,0.25925925925925924,0.012697085930651811,0.014397905759162303,0.9618055555555555
6.0,0.026297852855184177,0.19865319865319864,0.010541424367177933,0.0022542175683536937,0.9925595238095237
7.4,3.421115652130434e-05,0.23569023569023567,3.4315391794665856e-05,0.004581151832460733,0.9692460317460317
5.8,0.03682436255404705,0.18181818181818182,0.00913915011065914,0.003490401396160558,0.9866071428571428
5.4,0.09472016589779286,0.2154882154882155,0.02982731158030013,0.044429901105293775,0.9885912698412698
7.1,0.05261412710234137,0.27946127946127947,0.007969613623362196,0.02428737638161722,0.9925595238095237
5.6,0.1578792240909701,0.2154882154882155,0.026415318579995857,0.04392088423502036,0.9915674603174602
5.2,0.005244833457458428,0.14814814814814814,0.004698178505179546,0.009089586969168121,0.9980158730158729
6.9,0.04998249967762565,0.22558922558922562,0.009266011606916027,0.11656486329261198,0.9905753968253967
6.9,0.0157713431563213,0.19528619528619529,0.0011765014321894803,0.002108784176847004,0.9831349206349206
6.7,0.11840481272023433,0.22895622895622897,0.03313221344162075,0.04413903432228039,0.9910714285714285
6.7,0.23682804683244169,0.19865319865319864,0.05797166714866096,0.039848749272833044,0.9970238095238094
5.9,0.031561107704615614,0.15151515151515155,0.0019866466912946256,0.0031268179173938337,0.9930555555555555
6.7,0.018402970581037018,0.17508417508417506,0.0003933590542432968,0.00021815008726003488,0.9965277777777777
3.2,0.10524667559665574,0.20202020202020204,0.006778674403459545,0.007635253054101222,0.9781746031746031
6.3,0.05261412710234137,0.22895622895622897,0.023517732564076917,0.02639616055846422,0.9826388888888888
5.9,0.06050900937648852,0.24579124579124578,0.006689577055055709,0.004799301919720768,0.9960317460317459
6.1,0.2105117725852845,0.24915824915824913,0.18531086651487377,0.09984002326934263,1.0
6.7,0.04471924482819421,0.2760942760942761,0.025689687033967446,0.007998836532867946,0.9841269841269841
7.7,0.0999834207472243,0.2760942760942761,0.03236927256029072,0.1655759162303665,0.9990079365079364
7.1,0.010508088306889865,0.24242424242424243,5.131777709675377e-05,0.0026178010471204186,0.9945436507936507
7.6,0.03292074854010469,0.12457912457912457,0.0029074394509350514,0.010325770796974986,0.9975198412698412
7.3,0.057877381951772805,0.2727272727272727,0.031879020857028206,0.036940081442699245,0.9990079365079364
6.2,0.00998176282194672,0.2760942760942761,4.140300694949598e-06,0.002763234438627109,0.9975198412698412
6.9,0.006034321684873143,0.2222222222222222,0.003944340331207778,0.0013089005235602093,0.9955357142857142
7.1,0.18419549833812732,0.2895622895622896,0.04862215045082485,0.08609656777196044,0.9955357142857142
6.2,0.010508088306889865,0.164983164983165,0.0008692805752858826,0.005817335660267597,0.9890873015873015
6.8,0.35525128094464903,0.19191919191919193,0.20989369618530243,0.17444735311227458,0.9950396825396824
6.4,0.018402970581037018,0.2558922558922559,0.0004769771309312834,0.06449970913321698,0.992063492063492
7.3,0.0736671465000671,0.31986531986531985,0.06687163212762821,0.05221058755090169,0.9806547619047619
7.1,0.05261412710234137,0.18518518518518517,0.030023360180546407,0.15859511343804536,0.9856150793650793
5.2,0.09208853847307714,0.15824915824915825,0.03307648670878092,0.015270506108202443,0.9960317460317459
5.3,0.05261412710234137,0.20202020202020204,0.0062514605719536055,0.006035485747527632,0.9890873015873015
6.0,0.10524667559665574,0.16835016835016836,0.007905756578138027,0.02712332751599767,0.9895833333333333
6.6,0.031561107704615614,0.23232323232323232,0.0011280111687701317,0.011198371146015124,0.9811507936507936
6.1,0.1973536354617059,0.19528619528619529,0.005224086364682512,0.016070389761489237,0.9985119047619047
7.3,0.07893040134949854,0.2760942760942761,0.03289374281040398,0.15030541012216403,0.9965277777777777
7.3,0.36840941806822763,0.38047138047138046,0.1638313903887599,0.1377981384525887,0.9965277777777777
6.6,0.05261412710234137,0.23905723905723908,0.023249768701902606,0.05068353694008144,0.9915674603174602
6.8,0.28946059532675605,0.41750841750841755,0.07722165178896319,0.07991564863292612,0.9851190476190476
5.4,0.026297852855184177,0.18855218855218858,0.018966791013984484,0.042248400232693425,0.9885912698412698
7.7,0.07893040134949854,0.3063973063973064,0.07774866906110148,0.17735602094240838,0.9945436507936507
7.3,0.03392922238041227,0.26936026936026936,0.030695929305747646,0.029522978475858056,0.9915674603174602
6.4,0.05261412710234137,0.2154882154882155,0.012154337811456573,0.04879290285049447,0.9955357142857142
6.4,0.3947256923153848,0.2962962962962963,0.1524356924670685,0.225130890052356,0.9915674603174602
5.8,0.09735179332250858,0.24579124579124578,0.03444964865778824,0.0404304828388598,0.9985119047619047
5.2,0.013139715731605583,0.18181818181818182,0.0512254738220213,0.040939499709133215,0.9950396825396824
6.3,0.03774682954686008,0.15824915824915825,0.0014208774528753337,0.05330133798720186,0.9955357142857142
5.9,0.03945598997876277,0.24579124579124578,0.006125204894623667,0.012579988365328679,0.9975198412698412
6.2,0.002613206032742709,0.19865319865319864,0.0027965484033000676,0.002399650959860384,1.0
5.8,0.18419549833812732,0.25925925925925924,0.05558925068138946,0.11074752763234438,0.9866071428571428
8.0,0.08287784248657212,0.3771043771043771,0.03208690032257139,0.1494328097731239,0.9970238095238094
6.8,0.03945598997876277,0.20875420875420875,0.044254838751003715,0.024578243164630597,0.992063492063492
6.5,0.5657814749219064,0.31986531986531985,0.2698073333005192,0.47891215823152994,0.9776785714285714
6.9,0.11840481272023433,0.2053872053872054,0.032525763946481566,0.05162885398487493,0.9831349206349206
7.0,0.11050993044608717,0.24242424242424243,0.06466042532591311,0.14725130890052354,0.9841269841269841
7.1,0.01708715686867916,0.1717171717171717,0.008891864796121019,0.048283885980221056,0.9915674603174602
5.5,0.004455345230043712,0.19191919191919193,0.0006959632768018632,0.0028359511343804536,0.9910714285714285
6.1,0.06577226422591995,0.22895622895622897,0.0226318276574552,0.055991855730075625,0.9935515873015872
6.7,0.10524667559665574,0.22558922558922562,0.11383646142316867,0.13118091913903432,0.9742063492063492
6.3,0.1973536354617059,0.2121212121212121,0.01674343160654768,0.024578243164630597,0.9925595238095237
6.3,0.05261412710234137,0.19865319865319864,0.013129094367272557,0.06908086096567771,0.9950396825396824
5.0,0.07893040134949854,0.2828282828282828,3.7668378964066256e-05,0.0029813845258871434,0.9985119047619047
5.6,0.1973536354617059,0.23232323232323232,0.047443675892574304,0.06719022687609075,0.9935515873015872
6.1,0.018402970581037018,0.23232323232323232,0.05997867100585196,0.07562536358347877,0.9910714285714285
6.5,0.05261412710234137,0.2154882154882155,0.006087289023025146,0.021596858638743454,0.9975198412698412
5.6,0.0736671465000671,0.14141414141414144,0.014542563181938225,0.03861256544502618,0.9821428571428571
5.8,0.026297852855184177,0.18855218855218858,0.023022208550330554,0.08013379872018615,0.9841269841269841
5.8,0.06577226422591995,0.17508417508417506,0.04222289911417892,0.070826061663758,0.9851190476190476
6.2,0.09208853847307714,0.16835016835016836,0.011148025586062586,0.06050029086678301,0.9985119047619047
7.3,0.007876460882174145,0.35353535353535354,0.003729129344725083,0.0029813845258871434,0.9915674603174602
7.4,0.01708715686867916,0.23905723905723908,0.020624651272790038,0.02646887725421757,0.9866071428571428
5.6,0.023403062687996884,0.17508417508417506,0.0014694139866567762,0.023123909249563698,0.9995039682539681
5.8,0.13156294984381292,0.1616161616161616,0.05760439991573385,0.059409540430482834,0.9950396825396824
6.3,0.05524575452705709,0.19528619528619529,0.02597383691443512,0.0173065735892961,0.9980158730158729
6.1,0.06050900937648852,0.19191919191919193,0.002665530106839267,0.005962769051774287,0.9975198412698412
6.2,0.0999834207472243,0.24579124579124578,0.018579113171099355,0.019197207678883072,0.9970238095238094
6.8,0.018402970581037018,0.24579124579124578,0.017604796721750728,0.027923211169284465,0.9960317460317459
4.8,0.07893040134949854,0.1548821548821549,0.011143223511584203,0.033304246655032,1.0
5.4,0.18682712576284302,0.14814814814814814,0.10561596630968421,0.049883653286794644,0.9905753968253967
8.4,0.0157713431563213,0.4511784511784512,0.08790044568749801,0.4285194880744619,0.9995039682539681
5.8,0.5263070635511706,0.21885521885521886,0.20080944962545982,0.14783304246655032,0.9955357142857142
5.8,0.09472016589779286,0.31313131313131315,0.057388401974410586,0.024578243164630597,0.9950396825396824
5.6,0.09208853847307714,0.16835016835016836,0.039008853233706675,0.10631180919139034,0.9846230158730158
7.7,0.042087617403478494,0.17508417508417506,0.017144445715580166,0.12485456660849331,0.9925595238095237
6.4,0.09208853847307714,0.25925925925925924,0.11539907109278186,0.05897324025596277,0.9990079365079364
6.3,0.031561107704615614,0.30303030303030304,0.004020486999815041,0.004290285049447353,0.9935515873015872
7.5,0.010508088306889865,0.19528619528619529,0.010773484221792359,0.1759744037230948,0.9955357142857142
7.3,0.27630245820317745,0.16835016835016836,0.25695810683245324,0.4181937172774869,0.9885912698412698
7.7,0.0736671465000671,0.3164983164983165,0.043452754219397274,0.09874927283304247,0.9573412698412698
8.0,0.10524667559665574,0.2996632996632997,0.03933805071917993,0.31929901105293773,0.9915674603174602
5.0,0.04471924482819421,0.16835016835016836,0.0031265385825735344,0.001963350785340314,0.9925595238095237
5.9,0.06314063680120423,0.1616161616161616,0.03585501944171754,0.07024432809773123,0.9955357142857142
6.4,0.05261412710234137,0.17845117845117847,0.04204539058173315,0.031122745782431644,1.0
5.5,0.002613206032742709,0.13804713804713803,0.02255366661401446,0.07613438045375218,0.9890873015873015
6.4,0.05261412710234137,0.19191919191919193,0.004066657647485083,0.001745200698080279,0.9925595238095237
6.5,0.043403431115836354,0.17845117845117847,0.024276035648648244,0.07366201279813844,0.9910714285714285
6.3,0.002613206032742709,0.17845117845117847,0.0006246599314453939,0.0018179173938336242,0.9955357142857142
5.9,0.03945598997876277,0.1717171717171717,0.027151436998710594,0.025814426992437463,0.9960317460317459
6.2,0.007876460882174145,0.18181818181818182,0.00681371900181341,0.026250727166957533,0.9995039682539681
5.8,0.005665893845412943,0.26262626262626265,0.003274316793291652,0.00029086678301337986,0.9985119047619047
6.7,0.3420931438210704,0.2222222222222222,0.13340812156628157,0.14986910994764396,0.990079365079365
5.7,0.10524667559665574,0.22558922558922562,0.008045513875389935,0.0066899360093077365,0.9806547619047619
6.9,0.02103459800575274,0.13131313131313133,0.045692487954740624,0.026032577079697496,0.9965277777777777
7.0,0.01708715686867916,0.19865319865319864,0.006345260997782044,0.06362710878417685,0.9905753968253967
6.2,0.06577226422591995,0.2727272727272727,0.005550818608305609,0.009962187318208261,0.9975198412698412
6.7,0.03419273512933133,0.13468013468013468,0.03509151721839777,0.07722513089005235,0.9955357142857142
8.0,0.07893040134949854,0.19528619528619529,0.06262531670731236,0.3286067481093659,0.9915674603174602
5.8,0.04603505854055207,0.23232323232323232,0.0068783723276875635,0.012507271669575335,0.9682539682539681
7.5,0.05261412710234137,0.2154882154882155,0.01900910938499649,0.2618528214077952,0.9985119047619047
6.6,0.06577226422591995,0.24579124579124578,0.0008367553802137753,0.0035631180919139032,0.9925595238095237
5.2,0.03945598997876277,0.18518518518518517,0.005597356190707605,0.026032577079697496,0.9875992063492063
7.6,0.0019026666280694646,0.14814814814814814,0.0028682853987942996,0.02428737638161722,0.9990079365079364
7.7,0.3420931438210704,0.3367003367003367,0.28328983423713444,0.4273560209424084,0.994047619047619
6.2,0.1907745668999166,0.25252525252525254,0.05845232510483105,0.03570389761489238,0.9925595238095237
6.4,0.10524667559665574,0.26262626262626265,0.023583859367838522,0.0202152414194299,0.9965277777777777
6.7,0.10314137365688315,0.28619528619528617,0.031117923975167352,0.20753344968004653,0.9970238095238094
7.3,0.02366622543046846,0.2760942760942761,0.008800401561605782,0.017088423502036067,0.9925595238095237
7.9,0.027613666567542036,0.3636363636363636,0.024640463531293694,0.21800465386852821,0.9905753968253967
7.0,0.028929480279899895,0.19865319865319864,0.004701326324541832,0.02428737638161722,0.992063492063492
6.2,0.08682528362364571,0.18181818181818182,0.11152834332081552,0.07351657940663175,0.9965277777777777
7.7,0.006560647169816287,0.2154882154882155,0.0019842721967437663,0.06973531122745782,0.9960317460317459
6.3,0.05261412710234137,0.24915824915824913,0.007248328980575754,0.021742292030250146,0.9960317460317459
6.2,0.1973536354617059,0.2760942760942761,0.02425735318291168,0.02196044211751018,0.9970238095238094
3.3,0.031561107704615614,0.18855218855218858,0.013073136999992215,0.005453752181500873,0.9965277777777777
7.2,0.11577318529551861,0.2996632996632997,0.13230899924428194,0.08871436881908086,0.9970238095238094
7.2,0.03945598997876277,0.17508417508417506,0.04491079322936351,0.1082024432809773,0.9905753968253967
6.4,0.03945598997876277,0.2053872053872054,0.00011250871688337868,0.0037812681791739382,0.9980158730158729
5.4,0.06577226422591995,0.2154882154882155,0.013037488734821266,0.008362420011634671,0.994047619047619
6.7,0.10524667559665574,0.3164983164983165,0.011358581200222683,0.01127108784176847,0.9950396825396824
5.9,0.46051637793327777,0.3164983164983165,0.09476991186719497,0.0721349621873182,0.9910714285714285
7.4,0.13814201840560222,0.2895622895622896,0.0642799721158442,0.09453170447934846,0.9910714285714285
8.1,0.0157713431563213,0.21885521885521886,0.008371075371246565,0.23662012798138451,0.9915674603174602
7.0,0.03945598997876277,0.24915824915824913,0.01883031962981119,0.06915357766143106,0.9975198412698412
6.7,0.0032711128889216386,0.1717171717171717,0.0030476278875298793,0.005744618964514252,0.9970238095238094
6.0,0.11840481272023433,0.21885521885521886,0.004017162707443838,0.011198371146015124,0.9915674603174602
7.9,0.0022921474869273912,0.2053872053872054,0.0037515471558170303,0.10340314136125654,0.9950396825396824
7.2,0.026297852855184177,0.23569023569023567,0.006280063188112088,0.014252472367655613,0.9841269841269841
6.6,0.16051085151568584,0.22895622895622897,0.047323848926095584,0.11554682955206515,0.9970238095238094
6.2,0.15261596924153867,0.20875420875420875,0.05672942162958084,0.07235311227457825,0.9925595238095237
6.6,0.00024474135049856185,0.23569023569023567,0.0036496200044540284,0.004653868528214078,0.9960317460317459
6.2,0.3473563986705019,0.25252525252525254,0.2122468314044381,0.168848167539267,0.9796626984126984
6.6,0.03419273512933133,0.2222222222222222,0.016041580874525604,0.018760907504363,0.9905753968253967
6.6,0.1710373612145487,0.3063973063973064,0.042139797185173515,0.06595404304828388,0.9970238095238094
6.4,0.024982039142826318,0.15824915824915825,0.0027965484033000676,0.02428737638161722,0.9985119047619047
7.3,0.031561107704615614,0.24242424242424243,0.03471951139823329,0.04908376963350785,0.9950396825396824
5.6,0.13156294984381292,0.18855218855218858,0.01516306129159002,0.02712332751599767,0.9955357142857142
6.7,0.22893316455829452,0.3367003367003367,0.05320486001200195,0.015706806282722512,0.9960317460317459
6.9,0.12629969499438148,0.3569023569023569,0.07443157872556141,0.04086678301337987,0.9995039682539681
7.4,0.012613390246662439,0.26936026936026936,0.028472969473375742,0.04261198371146015,0.9960317460317459
6.5,0.23682804683244169,0.17845117845117847,0.31804004655864443,0.16513961605584643,0.9960317460317459
8.2,0.00210516509514649,0.22895622895622897,0.011476724858102135,0.16870273414776032,0.9885912698412698
5.9,0.1710373612145487,0.14141414141414144,0.06433954933191718,0.12674520069808026,0.9985119047619047
5.1,0.18419549833812732,0.30976430976430974,0.006366518462971872,0.06006399069226294,0.9945436507936507
5.4,0.1973536354617059,0.15824915824915825,0.15894646828901965,0.048429319371727744,0.9955357142857142
3.3,0.05261412710234137,0.1447811447811448,0.0005998561478833083,0.0008726003490401395,0.9910714285714285
6.0,0.07103551907535138,0.2558922558922559,0.015907351271461503,0.0173065735892961,0.9960317460317459
5.1,0.08682528362364571,0.2154882154882155,0.022245170273330974,0.03614019778941245,0.9990079365079364
6.5,0.15261596924153867,0.18181818181818182,0.036891144845068974,0.04210296684118674,0.9990079365079364
6.7,0.003402694260157424,0.2053872053872054,0.0001260325752739513,0.001963350785340314,0.9965277777777777
7.5,0.10524667559665574,0.39730639730639733,0.035867303326141,0.00981675392670157,0.9995039682539681
6.1,0.1578792240909701,0.2558922558922559,0.024142905056355118,0.03483129726585224,0.994047619047619
6.5,0.06577226422591995,0.22895622895622897,0.010340104173817762,0.02210587550901687,0.990079365079365
4.7,0.0157713431563213,0.18855218855218858,0.00014214004155724865,0.0008726003490401395,0.990079365079365
5.9,0.06314063680120423,0.31313131313131315,0.007548784680119268,0.004217568353694008,0.986111111111111
7.4,0.0157713431563213,0.26936026936026936,0.01722571691646056,0.04057591623036649,0.992063492063492
6.2,0.10524667559665574,0.164983164983165,0.05421816157286694,0.05206515415939499,0.9905753968253967
6.4,1.0000000000000002,0.31986531986531985,0.37508063709067585,0.3598022105875509,0.994047619047619
6.9,0.23682804683244169,0.19191919191919193,0.21140433778195472,0.320826061663758,0.992063492063492
3.6,0.05261412710234137,0.14141414141414144,0.017412396665095288,0.01614310645724258,0.9945436507936507
5.4,0.1578792240909701,0.20875420875420875,0.012707413547208137,0.01614310645724258,0.9975198412698412
5.5,0.13156294984381292,0.3164983164983165,0.0037228189999164328,0.007853403141361256,0.9990079365079364
6.8,0.09472016589779286,0.3838383838383838,0.026541493911890843,0.02297847585805701,0.9930555555555555
6.7,0.07893040134949854,0.19528619528619529,0.06868784893450747,0.06166375799883653,0.9980158730158729
5.8,0.44735824080969916,0.2895622895622896,0.14225326764408697,0.2267306573589296,0.9905753968253967
7.0,0.03945598997876277,0.26936026936026936,0.004315991411929543,0.01287085514834206,0.9851190476190476
5.8,0.03945598997876277,0.18855218855218858,0.013603893563020636,0.053955788248981965,0.9965277777777777
7.1,0.0015605550628564212,0.6195286195286196,0.01237527018201491,0.004799301919720768,0.9995039682539681
7.5,0.09735179332250858,0.494949494949495,0.01737773944651709,0.059991273996509595,0.9915674603174602
6.8,0.09208853847307714,0.18518518518518517,0.0054884397038735995,0.06013670738801628,1.0
5.5,0.042087617403478494,0.1616161616161616,0.023839997744990588,0.03134089586969168,0.9930555555555555
6.1,0.06314063680120423,0.24915824915824913,0.013130260810819293,0.004872018615474112,0.9935515873015872
7.3,0.031561107704615614,0.38047138047138046,0.014228972797204694,0.11009307737056427,0.9950396825396824
5.9,0.0007710668354417056,0.13131313131313133,0.0028682853987942996,0.009016870273414775,0.9841269841269841
5.5,0.031561107704615614,0.19865319865319864,0.0017508608171342287,0.004144851657940663,0.9890873015873015
